file,species
Scentless Mayweed_11.png,Scentless Mayweed
Sugar beet_242.png,Sugar beet
Scentless Mayweed_39.png,Scentless Mayweed
Loose Silky-bent_240.png,Loose Silky-bent
Shepherds Purse_13.png,Shepherds Purse
Shepherds Purse_116.png,Shepherds Purse
Common Chickweed_239.png,Common Chickweed
Shepherds Purse_102.png,Shepherds Purse
Scentless Mayweed_168.png,Scentless Mayweed
Black-grass_227.png,Black-grass
Common Chickweed_211.png,Common Chickweed
Scentless Mayweed_140.png,Scentless Mayweed
Common Chickweed_205.png,Common Chickweed
Scentless Mayweed_154.png,Scentless Mayweed
Black-grass_233.png,Black-grass
Common wheat_217.png,Common wheat
Fat Hen_216.png,Fat Hen
Common wheat_203.png,Common wheat
Fat Hen_202.png,Fat Hen
Scentless Mayweed_183.png,Scentless Mayweed
Scentless Mayweed_197.png,Scentless Mayweed
Small-flowered Cranesbill_0.png,Small-flowered Cranesbill
Cleavers_248.png,Cleavers
Black-grass_1.png,Black-grass
Maize_249.png,Maize
Small-flowered Cranesbill_171.png,Small-flowered Cranesbill
Sugar beet_108.png,Sugar beet
Small-flowered Cranesbill_165.png,Small-flowered Cranesbill
Loose Silky-bent_136.png,Loose Silky-bent
Shepherds Purse_5.png,Shepherds Purse
Sugar beet_134.png,Sugar beet
Black-grass_17.png,Loose Silky-bent
Sugar beet_120.png,Sugar beet
Small-flowered Cranesbill_159.png,Small-flowered Cranesbill
Loose Silky-bent_122.png,Loose Silky-bent
Sugar beet_121.png,Sugar beet
Loose Silky-bent_123.png,Loose Silky-bent
Small-flowered Cranesbill_158.png,Small-flowered Cranesbill
Shepherds Purse_4.png,Shepherds Purse
Loose Silky-bent_137.png,Loose Silky-bent
Black-grass_16.png,Black-grass
Sugar beet_135.png,Sugar beet
Small-flowered Cranesbill_164.png,Small-flowered Cranesbill
Small-flowered Cranesbill_170.png,Small-flowered Cranesbill
Sugar beet_109.png,Sugar beet
Maize_248.png,Maize
Black-grass_0.png,Black-grass
Cleavers_249.png,Cleavers
Small-flowered Cranesbill_1.png,Small-flowered Cranesbill
Scentless Mayweed_196.png,Scentless Mayweed
Scentless Mayweed_182.png,Scentless Mayweed
Fat Hen_203.png,Fat Hen
Common wheat_202.png,Common wheat
Fat Hen_217.png,Fat Hen
Common wheat_216.png,Common wheat
Scentless Mayweed_155.png,Scentless Mayweed
Common Chickweed_204.png,Common Chickweed
Black-grass_232.png,Black-grass
Black-grass_226.png,Loose Silky-bent
Scentless Mayweed_141.png,Scentless Mayweed
Common Chickweed_210.png,Common Chickweed
Scentless Mayweed_169.png,Scentless Mayweed
Common Chickweed_238.png,Common Chickweed
Shepherds Purse_103.png,Shepherds Purse
Shepherds Purse_12.png,Shepherds Purse
Shepherds Purse_117.png,Shepherds Purse
Scentless Mayweed_38.png,Scentless Mayweed
Sugar beet_243.png,Sugar beet
Loose Silky-bent_241.png,Loose Silky-bent
Small-flowered Cranesbill_212.png,Small-flowered Cranesbill
Scentless Mayweed_10.png,Scentless Mayweed
Small-flowered Cranesbill_206.png,Small-flowered Cranesbill
Fat Hen_15.png,Fat Hen
Common wheat_15.png,Common wheat
Loose Silky-bent_18.png,Loose Silky-bent
Fat Hen_29.png,Fat Hen
Maize_102.png,Maize
Loose Silky-bent_30.png,Loose Silky-bent
Cleavers_117.png,Cleavers
Common wheat_29.png,Common wheat
Cleavers_103.png,Cleavers
Maize_116.png,Maize
Loose Silky-bent_24.png,Loose Silky-bent
Black-grass_187.png,Black-grass
Fat Hen_149.png,Fat Hen
Common wheat_148.png,Common wheat
Black-grass_193.png,Black-grass
Cleavers_16.png,Cleavers
Maize_90.png,Maize
Common Chickweed_22.png,Common Chickweed
Fat Hen_175.png,Fat Hen
Common wheat_174.png,Common wheat
Small-flowered Cranesbill_46.png,Small-flowered Cranesbill
Small-flowered Cranesbill_52.png,Small-flowered Cranesbill
Fat Hen_161.png,Fat Hen
Common Chickweed_199.png,Common Chickweed
Common Chickweed_36.png,Common Chickweed
Common wheat_160.png,Common wheat
Maize_84.png,Maize
Charlock_138.png,Charlock
Black-grass_144.png,Black-grass
Scentless Mayweed_223.png,Scentless Mayweed
Common Chickweed_172.png,Common Chickweed
Shepherds Purse_249.png,Shepherds Purse
Charlock_14.png,Charlock
Scentless Mayweed_237.png,Scentless Mayweed
Common Chickweed_166.png,Common Chickweed
Black-grass_150.png,Black-grass
Black-grass_178.png,Black-grass
Maize_53.png,Maize
Charlock_104.png,Charlock
Small-flowered Cranesbill_85.png,Small-flowered Cranesbill
Sugar beet_13.png,Sugar beet
Small-flowered Cranesbill_91.png,Small-flowered Cranesbill
Charlock_28.png,Charlock
Charlock_110.png,Charlock
Maize_47.png,Maize
